"sequence","order","cut_id","start","end","label","role"
"FULL_전체18비트_v6","21","B02_07","531.30","540.95","B02_벽을등지고이동","초반공포"
"FULL_전체18비트_v6","22","B02_08","544.30","552.90","B02_못하겠다_소리확인","초반공포"
"FULL_전체18비트_v6","23","B03_01","612.27","646.99","B03_노크_살려줘","현실공포"
"FULL_전체18비트_v6","24","B03_02","653.75","657.00","B03_엔티티와숨바꼭질","엔티티설명"
"FULL_전체18비트_v6","25","B03_03","677.64","681.40","B03_백룸의엔티티정의","엔티티설명"
"FULL_전체18비트_v6","26","B03_04","710.56","714.60","B03_내그림자보고오싹","그림자놀람"
"FULL_전체18비트_v6","27","B03_05","736.50","757.30","B03_핸드폰갑자기점등","현실공포"
"FULL_전체18비트_v6","28","B04_01","846.14","871.95","B04_첫피격_비명_적응했습니다","허세시작"
"FULL_전체18비트_v6","29","B04_02","915.15","921.30","B04_여기서깨어나면_공감","공감"
"FULL_전체18비트_v6","30","B04_03","1059.75","1066.20","B04_나는클락이다","영화캐릭터"
"FULL_전체18비트_v6","31","B04_04","1084.52","1092.52","B04_무서워죽겠다_소름","공포표현"
"FULL_전체18비트_v6","32","B04_05","1093.53","1101.46","B04_전자레인지소리_콜백","환경음모티프"
"FULL_전체18비트_v6","33","B05_01","1106.41","1130.54","B05_실제비명_빈방질주","붕괴"
"FULL_전체18비트_v6","34","B05_02","1158.60","1176.13","B05_영화라서평온_세계안은불가","붕괴"
"FULL_전체18비트_v6","35","B05_03","1235.00","1245.30","B05_밤에불끄고혼자","공감"
"FULL_전체18비트_v6","36","B05_04","1246.12","1250.20","B05_혼자하니개무섭다","공감"
"FULL_전체18비트_v6","37","B06_01","1254.45","1261.73","B06_영화로는별거아니네","허세자백"
"FULL_전체18비트_v6","38","B06_02","1263.63","1273.48","B06_직접하니무서운줄몰랐다","허세자백"
"FULL_전체18비트_v6","39","B06_03","1280.12","1287.37","B06_마우스떨림","허세자백"
"FULL_전체18비트_v6","40","B06_04","1287.89","1294.03","B06_몸이바들바들","허세자백"
"FULL_전체18비트_v6","41","B07_01","1364.29","1372.58","B07_첫괴물회상_이제차분","자기설득"
"FULL_전체18비트_v6","42","B07_02","1376.14","1379.35","B07_마법주문_차분하게깨자","자기설득"
"FULL_전체18비트_v6","43","B07_03","1381.10","1388.24","B07_NPC일뿐_자기설득","자기설득"
"FULL_전체18비트_v6","44","B07_04","1446.46","1450.00","B07_무서운건무서운거지","자기설득실패"
"FULL_전체18비트_v6","45","B07_05","1477.98","1486.90","B07_문열림_바닥이상","첫방추락"
"FULL_전체18비트_v6","46","B07_06","1488.50","1497.42","B07_바닥추락_새공간","첫방추락"
"FULL_전체18비트_v6","47","B07_07","1648.34","1653.82","B07_다음맵진입_여기는뭔가","맵전환"
"FULL_전체18비트_v6","48","B07_08","1666.16","1668.58","B07_전환장치_이거뭔데","맵전환"
"FULL_전체18비트_v6","49","B07_09","1670.88","1677.58","B07_문열림_전환반응","맵전환"
"FULL_전체18비트_v6","50","B07_10","1688.47","1692.06","B07_지하주차장_첫인상","맵전환"
"FULL_전체18비트_v6","51","B07_11","1700.59","1712.34","B07_아몬드물_정신력규칙","새맵규칙"
"FULL_전체18비트_v6","52","B07_12","1713.35","1719.46","B07_하나도안무섭다_허세","새맵반응"
"FULL_전체18비트_v6","53","B07_13","1732.12","1739.34","B07_시커먼주차장_무섭다","새맵반응"
"FULL_전체18비트_v6","54","B07_14","1870.37","1877.06","B07_전자레인지소리_사라짐","환경음모티프"
"FULL_전체18비트_v6","55","B07_15","1877.26","1884.86","B07_새맵_삐그덕환경음","환경음모티프"
"FULL_전체18비트_v6","56","B07_16","1940.51","1948.55","B07_엔티티_사무실근처배회","추격추가"
"FULL_전체18비트_v6","57","B07_17","1949.91","1958.55","B07_나봤다_다가온다","추격추가"
"FULL_전체18비트_v6","58","B07_18","1960.59","1969.15","B07_나한테오잖아_도주","추격추가"
"FULL_전체18비트_v6","59","B08_01","2072.17","2073.87","B08_하나둘셋","추격"
"FULL_전체18비트_v6","60","B08_02","2074.33","2076.17","B08_넥타이_지나갔나","추격"
"FULL_전체18비트_v6","61","B08_03","2076.46","2077.41","B08_지나갔나2","추격"
"FULL_전체18비트_v6","62","B08_04","2082.00","2114.00","B08_나봤어_추격_뛰어뛰어","추격"
"FULL_전체18비트_v6","63","B08_05","2119.78","2120.29","B08_잠깐만","추격"
"FULL_전체18비트_v6","64","B08_06","2121.11","2123.42","B08_게임인거아는데_무섭다","추격"
"FULL_전체18비트_v6","65","B08_07","2124.36","2128.02","B08_아저기있어","추격"
"FULL_전체18비트_v6","66","B08_08","2139.98","2144.36","B08_개무서워_양팔벌리고","추격"
"FULL_전체18비트_v6","67","B08_09","2144.83","2145.59","B08_워익","추격"
"FULL_전체18비트_v6","68","B08_10","2145.94","2148.97","B08_워익공_왜안오겠지","추격"
"FULL_전체18비트_v6","69","B08_11","2182.00","2187.00","B08_뛰어오잖아또_수색","추격"
"FULL_전체18비트_v6","70","B08_12","2190.50","2233.50","B08_막다른곳_착하게살게요","추격"
"FULL_전체18비트_v6","71","B08_13","2239.71","2249.47","B08_왜안가_숨어봐_들어오냐","이완"
"FULL_전체18비트_v6","72","B08_14","2264.56","2265.27","B08_야아몬드물","이완"
"FULL_전체18비트_v6","73","B08_15","2265.84","2268.75","B08_먹어보자_아","이완"
"FULL_전체18비트_v6","74","B08_16","2269.45","2270.55","B08_안정을취해","이완"
"FULL_전체18비트_v6","75","B08_17","2271.53","2272.46","B08_좋아_할수있어","이완"
"FULL_전체18비트_v6","76","B09_01","2294.06","2301.87","B09_문닫으면못들어와","규칙발견"
"FULL_전체18비트_v6","77","B09_02","2351.29","2354.16","B09_대충알았다","규칙발견"
"FULL_전체18비트_v6","78","B09_03","2355.87","2362.72","B09_문닫으면무력","규칙발견"
"FULL_전체18비트_v6","79","B09_04","2590.98","2595.19","B09_빼꼼은못봐","규칙발견"
"FULL_전체18비트_v6","80","B09_05","2597.62","2602.22","B09_빼꼼괜찮다_불안","규칙발견"
"FULL_전체18비트_v6","81","B10_01","2846.49","2849.46","B10_살아있는공략인가요","시청자의존"
"FULL_전체18비트_v6","82","B10_02","2915.69","2925.80","B10_레버성공_문열림","시청자의존"
"FULL_전체18비트_v6","83","B10_03","2925.81","2927.73","B10_공략감사","시청자의존"
"FULL_전체18비트_v6","84","B10_04","2928.72","2932.45","B10_살아있는공략이많네요","시청자의존"
"FULL_전체18비트_v6","85","B11_01","2995.81","2998.50","B11_시커먼데서_또괴물","공포재점화"
"FULL_전체18비트_v6","86","B11_02","2998.91","2999.85","B11_아미치겠네","공포재점화"
"FULL_전체18비트_v6","87","B11_03","3046.18","3051.03","B11_사람으로변신해서_걸어다니네","공포재점화"
"FULL_전체18비트_v6","88","B11_04","3055.58","3057.27","B11_개무섭다_진짜로","공포재점화"
"FULL_전체18비트_v6","89","B12_01","3111.34","3115.97","B12_괴물만나도죽어_죽여","죽음수용"
"FULL_전체18비트_v6","90","B12_02","3116.24","3117.94","B12_다시하면그만","죽음수용"
"FULL_전체18비트_v6","91","B12_03","3122.94","3123.94","B12_받아들여","죽음수용"
"FULL_전체18비트_v6","92","B12_04","3125.99","3129.70","B12_이게제일빠른방법","죽음수용"
"FULL_전체18비트_v6","93","B13_01","3502.09","3507.94","B13_전원키는곳이있었어요","긴장이완"
"FULL_전체18비트_v6","94","B13_02","3510.34","3524.77","B13_혼자공포게임_전원UI_생쇼","긴장이완"
"FULL_전체18비트_v6","95","B14_01","3758.92","3765.16","B14_리액션감소","적응선언"
"FULL_전체18비트_v6","96","B14_02","3766.89","3769.71","B14_무서움감소","적응선언"
"FULL_전체18비트_v6","97","B14_03","3960.94","3962.94","B14_다시해보자","적응선언"
"FULL_전체18비트_v6","98","B14_04","3964.29","3975.94","B14_공포에서근성게임으로","적응선언"
"FULL_전체18비트_v6","99","B15_01","4101.19","4102.94","B15_밤이되었습니다","재시도예능"
"FULL_전체18비트_v6","100","B15_02","4103.54","4110.53","B15_마피아농담_눈들","재시도예능"
"FULL_전체18비트_v6","101","B15_03","4118.94","4127.94","B15_대표도전_다왔다","재시도예능"
"FULL_전체18비트_v6","102","B15_04","4128.87","4134.94","B15_괴물은아무것도못해","재시도예능"
"FULL_전체18비트_v6","103","B15_05","4174.59","4176.85","B15_익숙해졌나봐요","재시도예능"
"FULL_전체18비트_v6","104","B16_01","4342.19","4353.94","B16_반복하면익숙_여전히공포","공포잔존"
"FULL_전체18비트_v6","105","B17_01","4504.24","4507.94","B17_졸려님없었으면","시청자의존"
"FULL_전체18비트_v6","106","B17_02","4508.64","4517.94","B17_진작에껐을것","시청자의존"
"FULL_전체18비트_v6","107","B17_03","4678.49","4679.94","B17_사실끄고싶습니다","솔직한퇴장"
"FULL_전체18비트_v6","108","B17_04","4681.02","4682.02","B17_되게무섭거든요","솔직한퇴장"
"FULL_전체18비트_v6","109","B17_05","4683.77","4687.94","B17_온몸이긴장되고","솔직한퇴장"
"FULL_전체18비트_v6","110","B17_06","4689.94","4693.94","B17_편안한게임을하고싶다","솔직한퇴장"
"FULL_전체18비트_v6","111","B18_01","4790.34","4793.92","B18_절대무서워서정리하는거아님","아이러니퇴장"
"FULL_전체18비트_v6","112","B18_02","4908.78","4915.26","B18_오늘방송여기까지","아이러니퇴장"
"FULL_전체18비트_v6","113","B18_03","4920.38","4923.96","B18_너무긴장했어","아이러니퇴장"
