"sequence","order","cut_id","start","end","label","role"
"FULL_전체18비트_v7","66","B12_01","3111.34","3115.97","B12_괴물만나도죽어_죽여","죽음수용"
"FULL_전체18비트_v7","67","B12_02","3116.24","3117.94","B12_다시하면그만","죽음수용"
"FULL_전체18비트_v7","68","B12_03","3122.94","3123.94","B12_받아들여","죽음수용"
"FULL_전체18비트_v7","69","B12_04","3125.99","3129.70","B12_이게제일빠른방법","죽음수용"
"FULL_전체18비트_v7","70","B13_01","3502.09","3507.94","B13_전원키는곳이있었어요","긴장이완"
"FULL_전체18비트_v7","71","B13_02","3510.34","3524.77","B13_혼자공포게임_전원UI_생쇼","긴장이완"
"FULL_전체18비트_v7","72","B14_01","3758.92","3765.16","B14_리액션감소","적응선언"
"FULL_전체18비트_v7","73","B14_02","3766.89","3769.71","B14_무서움감소","적응선언"
"FULL_전체18비트_v7","74","B14_03","3960.94","3962.94","B14_다시해보자","적응선언"
"FULL_전체18비트_v7","75","B14_04","3964.29","3975.94","B14_공포에서근성게임으로","적응선언"
"FULL_전체18비트_v7","76","B14_05","3993.97","4002.94","B14_규칙활용_달리기성공","적응행동증거"
"FULL_전체18비트_v7","77","B15_01","4101.19","4102.94","B15_밤이되었습니다","긴장이완_대표도전"
"FULL_전체18비트_v7","78","B15_02","4103.54","4110.53","B15_마피아농담_눈들","긴장이완_대표도전"
"FULL_전체18비트_v7","79","B15_03","4118.94","4125.94","B15_대표도전_도착성공","긴장이완_대표도전"
"FULL_전체18비트_v7","80","B16_01","4342.19","4353.94","B16_반복하면익숙_여전히공포","공포잔존"
"FULL_전체18비트_v7","81","B17_01","4504.24","4507.94","B17_졸려님없었으면","시청자의존_회수"
"FULL_전체18비트_v7","82","B17_02","4508.64","4513.94","B17_시청자없었으면_진작종료","시청자의존_회수"
"FULL_전체18비트_v7","83","B17_03","4678.49","4679.94","B17_사실끄고싶습니다","솔직한퇴장"
"FULL_전체18비트_v7","84","B17_05","4683.77","4687.94","B17_온몸이긴장되고","솔직한퇴장"
"FULL_전체18비트_v7","85","B17_06","4689.94","4693.94","B17_편안한게임을하고싶다","솔직한퇴장"
"FULL_전체18비트_v7","86","B18_01","4790.34","4793.92","B18_절대무서워서정리하는거아님","아이러니퇴장"
"FULL_전체18비트_v7","87","B18_02","4908.78","4915.26","B18_오늘방송여기까지","아이러니퇴장"
"FULL_전체18비트_v7","88","B18_03","4920.38","4923.96","B18_너무긴장했어","아이러니퇴장"
